source,external_id,revenue,company,city_1,state_1,latitude_1,longitude_1,earliest_arrival_1,latest_arrival_1,appointment_mode_1,appointment_alteration_1,working_duration_in_minutes_1,shipper_1,zip_1,equipment_type,hazmat,tanker,alcohol_permit,drop_trailer,weight_in_lbs,quantity,commodity,book_now_price,estimated_revenue,distance_in_km,distance_in_hours,weight_in_kg,created_at,refreshed_at,predicted

